Trace,Exp,Core_0_IPC,Filter
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia_MTPS4800,1.37653,1
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref_MTPS9600,0.96208,1
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp_MTPS9600,1.36107,1
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo_MTPS9600,1.36725,1
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop_MTPS9600,1.37661,1
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia_MTPS9600,1.37654,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,nopref,0.13859,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,spp,0.13662,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,bingo,0.14683,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,mlop,0.12896,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,pythia,0.15847,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,nopref_MTPS150,0.12243,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,spp_MTPS150,0.10231,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,bingo_MTPS150,0.02806,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,mlop_MTPS150,0.04407,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,pythia_MTPS150,0.11861,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,nopref_MTPS300,0.13401,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,spp_MTPS300,0.12569,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,bingo_MTPS300,0.05435,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,mlop_MTPS300,0.07468,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,pythia_MTPS300,0.14881,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,nopref_MTPS600,0.13708,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,spp_MTPS600,0.13321,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,bingo_MTPS600,0.09463,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,mlop_MTPS600,0.10519,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,pythia_MTPS600,0.15556,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,nopref_MTPS1200,0.13818,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,spp_MTPS1200,0.13569,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,bingo_MTPS1200,0.13305,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,mlop_MTPS1200,0.12367,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,pythia_MTPS1200,0.15766,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,nopref_MTPS4800,0.13871,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,spp_MTPS4800,0.13695,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,bingo_MTPS4800,0.14989,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,mlop_MTPS4800,0.13,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,pythia_MTPS4800,0.1588,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,nopref_MTPS9600,0.13873,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,spp_MTPS9600,0.13701,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,bingo_MTPS9600,0.15017,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,mlop_MTPS9600,0.13012,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,pythia_MTPS9600,0.15883,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref,0.96233,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp,1.36132,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo,1.367,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop,1.37656,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia,1.37643,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref_MTPS150,0.76565,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp_MTPS150,0.86669,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo_MTPS150,0.86362,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop_MTPS150,0.86571,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia_MTPS150,0.86541,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref_MTPS300,0.94504,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp_MTPS300,1.33422,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo_MTPS300,1.34385,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop_MTPS300,1.36181,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia_MTPS300,1.36447,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref_MTPS600,0.95903,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp_MTPS600,1.36024,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo_MTPS600,1.36478,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop_MTPS600,1.37583,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia_MTPS600,1.37622,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref_MTPS1200,0.96199,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp_MTPS1200,1.36119,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo_MTPS1200,1.36667,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop_MTPS1200,1.37656,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia_MTPS1200,1.37639,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref_MTPS4800,0.96237,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp_MTPS4800,1.36133,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo_MTPS4800,1.36714,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop_MTPS4800,1.37655,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia_MTPS4800,1.37644,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref_MTPS9600,0.96238,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp_MTPS9600,1.36133,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo_MTPS9600,1.3672,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop_MTPS9600,1.37656,1
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia_MTPS9600,1.37644,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,nopref,0.28138,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,spp,0.29613,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,bingo,0.3662,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,mlop,0.3157,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,pythia,0.39246,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,nopref_MTPS150,0.24265,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,spp_MTPS150,0.18141,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,bingo_MTPS150,0.0814,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,mlop_MTPS150,0.18809,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,pythia_MTPS150,0.24742,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,nopref_MTPS300,0.26976,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,spp_MTPS300,0.2534,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,bingo_MTPS300,0.15324,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,mlop_MTPS300,0.2661,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,pythia_MTPS300,0.35777,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,nopref_MTPS600,0.27759,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,spp_MTPS600,0.28266,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,bingo_MTPS600,0.24988,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,mlop_MTPS600,0.29959,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,pythia_MTPS600,0.38355,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,nopref_MTPS1200,0.28047,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,spp_MTPS1200,0.29266,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,bingo_MTPS1200,0.33428,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,mlop_MTPS1200,0.31203,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,pythia_MTPS1200,0.39009,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,nopref_MTPS4800,0.28161,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,spp_MTPS4800,0.29727,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,bingo_MTPS4800,0.37351,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,mlop_MTPS4800,0.31688,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,pythia_MTPS4800,0.39291,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,nopref_MTPS9600,0.28164,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,spp_MTPS9600,0.29742,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,bingo_MTPS9600,0.37413,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,mlop_MTPS9600,0.31698,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,pythia_MTPS9600,0.393,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref,0.96198,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp,1.36122,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo,1.36704,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop,1.3766,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia,1.37647,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref_MTPS150,0.76564,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp_MTPS150,0.8666,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo_MTPS150,0.86353,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop_MTPS150,0.86571,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia_MTPS150,0.86542,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref_MTPS300,0.94476,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp_MTPS300,1.3341,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo_MTPS300,1.34385,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop_MTPS300,1.36199,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia_MTPS300,1.36445,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref_MTPS600,0.9587,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp_MTPS600,1.36013,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo_MTPS600,1.36479,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop_MTPS600,1.37583,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia_MTPS600,1.37626,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref_MTPS1200,0.96163,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp_MTPS1200,1.3611,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo_MTPS1200,1.3667,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop_MTPS1200,1.3766,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia_MTPS1200,1.37643,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref_MTPS4800,0.96202,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp_MTPS4800,1.36124,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo_MTPS4800,1.36718,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop_MTPS4800,1.3766,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia_MTPS4800,1.37647,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,nopref_MTPS9600,0.96203,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,spp_MTPS9600,1.36124,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,bingo_MTPS9600,1.36724,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,mlop_MTPS9600,1.3766,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_3500M.length_250M,pythia_MTPS9600,1.37648,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,nopref,0.88102,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,spp,1.21321,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,bingo,1.20844,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,mlop,1.2157,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,pythia,1.21565,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,nopref_MTPS150,0.82359,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,spp_MTPS150,0.98469,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,bingo_MTPS150,0.96817,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,mlop_MTPS150,0.96762,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,pythia_MTPS150,0.96294,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,nopref_MTPS300,0.88093,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,spp_MTPS300,1.21287,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,bingo_MTPS300,1.20829,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,mlop_MTPS300,1.21533,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,pythia_MTPS300,1.21471,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,nopref_MTPS600,0.88102,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,spp_MTPS600,1.21327,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,bingo_MTPS600,1.20844,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,mlop_MTPS600,1.2157,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,pythia_MTPS600,1.21565,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,nopref_MTPS1200,0.88102,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,spp_MTPS1200,1.21321,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,bingo_MTPS1200,1.20844,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,mlop_MTPS1200,1.2157,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,pythia_MTPS1200,1.21565,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,nopref_MTPS4800,0.88102,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,spp_MTPS4800,1.21321,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,bingo_MTPS4800,1.20844,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,mlop_MTPS4800,1.2157,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,pythia_MTPS4800,1.21565,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,nopref_MTPS9600,0.88102,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,spp_MTPS9600,1.21321,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,bingo_MTPS9600,1.20844,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,mlop_MTPS9600,1.2157,1
ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_750M.length_250M,pythia_MTPS9600,1.21565,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,nopref,0.25787,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,spp,0.26212,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,bingo,0.27472,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,mlop,0.2646,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,pythia,0.2799,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,nopref_MTPS150,0.24285,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,spp_MTPS150,0.23577,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,bingo_MTPS150,0.10663,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,mlop_MTPS150,0.21858,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,pythia_MTPS150,0.23704,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,nopref_MTPS300,0.25386,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,spp_MTPS300,0.25637,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,bingo_MTPS300,0.16924,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,mlop_MTPS300,0.25595,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,pythia_MTPS300,0.26886,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,nopref_MTPS600,0.25631,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,spp_MTPS600,0.26045,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,bingo_MTPS600,0.22847,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,mlop_MTPS600,0.26234,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,pythia_MTPS600,0.27656,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,nopref_MTPS1200,0.25742,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,spp_MTPS1200,0.26147,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,bingo_MTPS1200,0.26419,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,mlop_MTPS1200,0.26399,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,pythia_MTPS1200,0.27952,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,nopref_MTPS4800,0.25796,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,spp_MTPS4800,0.26306,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,bingo_MTPS4800,0.27679,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,mlop_MTPS4800,0.26494,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,pythia_MTPS4800,0.2801,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,nopref_MTPS9600,0.25792,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,spp_MTPS9600,0.26292,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,bingo_MTPS9600,0.27698,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,mlop_MTPS9600,0.26495,1
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,pythia_MTPS9600,0.2801,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,nopref,0.2205,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,spp,0.22256,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,bingo,0.23719,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,mlop,0.22594,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,pythia,0.24076,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,nopref_MTPS150,0.20525,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,spp_MTPS150,0.19682,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,bingo_MTPS150,0.08497,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,mlop_MTPS150,0.17984,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,pythia_MTPS150,0.19721,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,nopref_MTPS300,0.21631,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,spp_MTPS300,0.21705,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,bingo_MTPS300,0.13918,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,mlop_MTPS300,0.21695,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,pythia_MTPS300,0.22944,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,nopref_MTPS600,0.21887,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,spp_MTPS600,0.2204,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,bingo_MTPS600,0.19353,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,mlop_MTPS600,0.22358,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,pythia_MTPS600,0.23729,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,nopref_MTPS1200,0.22003,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,spp_MTPS1200,0.22207,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,bingo_MTPS1200,0.22726,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,mlop_MTPS1200,0.22531,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,pythia_MTPS1200,0.24036,1
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,nopref_MTPS4800,0.2206,1
